fileName,uploadId,fullName,Documents (from uploadLinkId),uploadLinkId,documentRequestId,fileSize,fileType,s3Key,s3Bucket,uploadedAt,download_url
Screenshot 2025-04-23 at 9.04.02 AM.png,rec89nTqraj72Qhhb,,Signed Loan Agreement,recp82N4uaGXIYwXv,rec27SmwygwtkhbhT,662154,image/png,uploads/recPWRUmyHaLTqd5y/recp82N4uaGXIYwXv/2870a718-93fc-4d56-b656-90b435999e1b-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/6/2026 4:22pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recPWRUmyHaLTqd5y/recp82N4uaGXIYwXv/2870a718-93fc-4d56-b656-90b435999e1b-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260406%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260406T212200Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=17aeffbfa66eccb178df76090901a02b1eee1dd7ac8577a200278fa3f5fca31b
Screenshot 2025-04-23 at 9.01.42 AM.png,recZzOrA0wXDl7USF,,Proof of Income,recTlk3NcZ85TIKq8,recMyDT6nKP9pPUMg,2089132,image/png,uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/d16b3491-a46b-4d85-b272-b3de8e7abe99-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/7/2026 7:50am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/d16b3491-a46b-4d85-b272-b3de8e7abe99-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T125057Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1f69cfab5808eb90197cb39c543b5ebb981139d4850a49af366f2786c076a513
Screenshot 2025-04-23 at 9.04.02 AM.png,recLPvD9U3yBY1ctu,,Proof of Employment,recTlk3NcZ85TIKq8,recWUkc05q37UEt8e,662154,image/png,uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/60af754e-4fde-40ec-b4f6-8c99ca466cc7-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/7/2026 7:50am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/60af754e-4fde-40ec-b4f6-8c99ca466cc7-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T125059Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=93536519895010dc3e7671eb0c36b583fcc533d4f80ca2b0a06dc8d39c5e43b9
I-9Presentation.pdf,reciivhoonwoSA4tk,,Proof of Income,recTlk3NcZ85TIKq8,recMyDT6nKP9pPUMg,8935789,application/pdf,uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/f5704f27-478d-4ce2-a4b0-811b0ab79862-I-9Presentation.pdf,fox-finance-dev-fox-finance-uploads,4/7/2026 3:06pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recvn7EOY0giYZpfY/recTlk3NcZ85TIKq8/f5704f27-478d-4ce2-a4b0-811b0ab79862-I-9Presentation.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T200626Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=344013c523f04c5426b52afe29ab483d6e266ab5952b97cea8dd219995cafb42
Screenshot 2025-04-23 at 8.59.42 AM.png,recV7otLuClnny9uM,,Proof of Identity,recorhjiqnQlWAn4F,rec8jYAGqnaeH6FTn,2079343,image/png,uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/ed698730-dabf-4253-bfac-21dcfa39fcb3-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/7/2026 3:28pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/ed698730-dabf-4253-bfac-21dcfa39fcb3-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T202836Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=63a891194c8c512b93796aade11377739b49e6b50951f4ddcebf55f0ab3d57f8
Screenshot 2025-04-23 at 9.04.02 AM.png,recgK0RIjIKzfqvuv,,Proof of Income,recorhjiqnQlWAn4F,recOWvmmw3w3rDMnM,662154,image/png,uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/90e21bee-3873-4a3c-b5b0-c886d233978b-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/7/2026 3:28pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/90e21bee-3873-4a3c-b5b0-c886d233978b-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T202838Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=f6cc1f69a8033d8e3c2b460b782fb5e0ac5f4ca9855450f53dab04b19d503378
Screenshot 2025-04-23 at 9.03.36 AM.png,recjww1EQvz5JVJee,,Proof of Address,recorhjiqnQlWAn4F,recSPrnBsRsESvtE1,1623037,image/png,uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/8e409ecb-24a0-433f-935e-e62ba8ee6779-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/7/2026 3:28pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/8e409ecb-24a0-433f-935e-e62ba8ee6779-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T202841Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a43dec5dc7f1a10dc72b5ae5365083d5f5619d6f82f05dfcc6e8996749737191
I-9Presentation.pdf,rec8XQsttCLqFwWQv,,Proof of Income,recorhjiqnQlWAn4F,recOWvmmw3w3rDMnM,8935789,application/pdf,uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/903fd57c-bd98-472c-86da-c9b69d2f4150-I-9Presentation.pdf,fox-finance-dev-fox-finance-uploads,4/7/2026 3:31pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recyC5TuX3gowRMqt/recorhjiqnQlWAn4F/903fd57c-bd98-472c-86da-c9b69d2f4150-I-9Presentation.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260407%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260407T203127Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=0ce0f7dbe3186da748dc4c6059f004c116821633a7f11eb728908338e0945b8a
Proof_of_income.jpg,recp0fVIHJF0h66EP,,Employment Verification,recj7dtgVd19dnwx7,recEK76zGpkuogJN6,84368,image/jpeg,uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/334d9db8-7413-4de2-9eb6-eb620b172787-Proof_of_income.jpg,fox-finance-dev-fox-finance-uploads,4/8/2026 10:33am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/334d9db8-7413-4de2-9eb6-eb620b172787-Proof_of_income.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T153342Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ecef4dbab935811896e3dec3da1752a51613a91506144921700e8e8a8cebb7a2
Bank_Statements.jpg,recJCkuI4YmjsigJv,,Bank Statements,recj7dtgVd19dnwx7,recLxUmHpGHolOmd0,321172,image/jpeg,uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/cd6d050b-28ce-40da-8b19-d2c1c1c2feb6-Bank_Statements.jpg,fox-finance-dev-fox-finance-uploads,4/8/2026 10:33am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/cd6d050b-28ce-40da-8b19-d2c1c1c2feb6-Bank_Statements.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T153343Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=fb4e5138e912ccf6548bc3ba9b086e91ee28634b341b26c05be959cba609a47a
Proof_of_address.jpeg,receOaoubcIGwxRrT,,Proof of Address,recj7dtgVd19dnwx7,rece0HSRjC25bIo0N,66202,image/jpeg,uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/2a192ec2-dee9-424d-9e87-3c0b02909441-Proof_of_address.jpeg,fox-finance-dev-fox-finance-uploads,4/8/2026 10:33am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/2a192ec2-dee9-424d-9e87-3c0b02909441-Proof_of_address.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T153345Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1f1783fbb4635418bd9e5f98b216d7c985b77d816802b1b1216d04579356b896
Proof_of_income.jpg,recLl9Z0pfR680qpo,,Proof of Income,recj7dtgVd19dnwx7,recrdrr2CyOHpa8MD,84368,image/jpeg,uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/8865102a-9313-40a0-86b9-ac67af735511-Proof_of_income.jpg,fox-finance-dev-fox-finance-uploads,4/8/2026 10:33am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/8865102a-9313-40a0-86b9-ac67af735511-Proof_of_income.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T153347Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a239bf6744049d385138eeb699c1fbc1d602588394eb61430189fb7acfd4de55
Proof_of_ID.jpeg,recgdB3MjfYHMin4J,,Proof of Identity,recj7dtgVd19dnwx7,reczMbYOQfW0H37Ho,682873,image/jpeg,uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/4fe3aed4-6861-47c3-9927-82a013a0fb4f-Proof_of_ID.jpeg,fox-finance-dev-fox-finance-uploads,4/8/2026 10:33am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recGvOM0CYf4ahjhF/recj7dtgVd19dnwx7/4fe3aed4-6861-47c3-9927-82a013a0fb4f-Proof_of_ID.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T153349Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=601b898e10357a984b3af5d1b244b65a14499bcacf1ca61d0251de1fb09de3b6
Screenshot 2025-04-23 at 9.01.42 AM.png,rect8Tul1onandohX,Josephina Napoleon,Employer verification letter,rec4IlIjIcNy3breJ,rec7IsAcEjkhIYs9q,2089132,image/png,uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/b6926133-e925-4d4e-ad9c-968c07bf61fc-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 11:19am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/b6926133-e925-4d4e-ad9c-968c07bf61fc-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T161932Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a87e222f9b4b4b043dfbd59e03b589b902fb9d320fd464ce790133e40437446d
I-9Presentation.pdf,reck9z2KxZrZ2akHF,Josephina Napoleon,Last 2–3 pay stubs,rec4IlIjIcNy3breJ,recU0aBnuDBxXbHXs,8935789,application/pdf,uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/865e3866-295b-4866-aaf7-3031d7b1c143-I-9Presentation.pdf,fox-finance-dev-fox-finance-uploads,4/8/2026 11:19am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/865e3866-295b-4866-aaf7-3031d7b1c143-I-9Presentation.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T161940Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=f2a05171f70d5adae51a67a76356e55243373782f59de06f8b6c788e577838bd
Screenshot 2025-04-23 at 8.59.42 AM.png,recmcfV666BP4Z8LJ,Josephina Napoleon,Government-issued identification,rec4IlIjIcNy3breJ,reccUWgljUAgwsRyI,2079343,image/png,uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/a3267f15-5d12-4d49-9b71-0b3188ee6109-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 11:19am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec4IlIjIcNy3breJ/a3267f15-5d12-4d49-9b71-0b3188ee6109-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T161944Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=4753289328ebeebeaf4300077093526b8a60052761fb766530fbac8beed0cdbb
Screenshot 2025-04-23 at 8.59.42 AM.png,recOHYnIiIqOrqBTM,Josephina Napoleon,Bank Statements,rec77EqvaTV4akUnp,rec9Sp2h0ImDc3ifQ,2079343,image/png,uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/82493f86-de68-4123-9f24-666b01adba8b-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 12:28pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/82493f86-de68-4123-9f24-666b01adba8b-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T172832Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=3aad89091b43dc7713924635029829f83fb9b3b7956c29797804406f9146c174
Screenshot 2025-04-23 at 9.01.42 AM.png,recoIvVImkzBamXi7,Josephina Napoleon,Proof of Income,rec77EqvaTV4akUnp,recBj3ImHJWBuLdZg,2089132,image/png,uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/ff90538e-2e06-44e5-b63b-0d487ecdf57c-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 12:29pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/ff90538e-2e06-44e5-b63b-0d487ecdf57c-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T172932Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c9a46a8bbfcdd21e6c2fc6d4d67ae69bc3b02d7c78f2780633b4ec27825adeac
Screenshot 2025-04-23 at 9.04.02 AM.png,recvhdYxDHsQp5pAP,Josephina Napoleon,Proof of Address,rec77EqvaTV4akUnp,recaPvpiMEwfcvEIi,662154,image/png,uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/b5ca2533-c7e6-4bec-90b4-509b0743f661-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 12:30pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/b5ca2533-c7e6-4bec-90b4-509b0743f661-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T172959Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=2a616bffaa7d237aa7b5d2dd8410a7b820272bcda2d01c91adc4c4beeb32cf50
Screenshot 2025-04-23 at 8.59.42 AM.png,recc6sxq94XES0lpZ,Josephina Napoleon,Proof of Identity,rec77EqvaTV4akUnp,recxq07eAvBUwx1cj,2079343,image/png,uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/3f175414-3eb6-40b1-a173-db23166e401a-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/8/2026 12:31pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recRUXS4f8k8Yv4Qo/rec77EqvaTV4akUnp/3f175414-3eb6-40b1-a173-db23166e401a-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T173100Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=083c82e24050b6dd113d73ea1fe4a685c340d6657cdc399ee428413bcff32506
Freelancer-Proof-of-Income-Template-edit-online.png,recqXCE3DOQngK4g7,James Lee,Employer Verification Letter,recOvCIf8CVoj3gau,recVZ0kBEE6VOmVqv,245289,image/png,uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/d73326d4-59c4-4bda-a241-8a8ca66bda5c-Freelancer-Proof-of-Income-Template-edit-online.png,fox-finance-dev-fox-finance-uploads,4/8/2026 4:18pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/d73326d4-59c4-4bda-a241-8a8ca66bda5c-Freelancer-Proof-of-Income-Template-edit-online.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T211842Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c56a1070cd71565bcee16b9bfd2c625ce42536b24adb5065562d4c09ce147bf4
Proof of Address example.jpg,rec0uoZSKA8vMjR5H,James Lee,Pay Stubs,recOvCIf8CVoj3gau,recgJHYYuM5lDIOtl,7723,image/jpeg,uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/0a984b21-7a35-409c-ba8d-05bf9c288527-Proof_of_Address_example.jpg,fox-finance-dev-fox-finance-uploads,4/8/2026 4:18pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/0a984b21-7a35-409c-ba8d-05bf9c288527-Proof_of_Address_example.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T211844Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=5383675c1d2f5ad20161eac9836b69aff32d201f69e2d55851ce3f27c5dfc855
DL Example.png,reclShQ3AgEO8A8Oe,James Lee,Government-issued ID,recOvCIf8CVoj3gau,recyy0kXPUj9YjBSL,724467,image/png,uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/6c1c24ab-84de-4071-88a6-225750998192-DL_Example.png,fox-finance-dev-fox-finance-uploads,4/8/2026 4:18pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recg138Rb6onJ6TEH/recOvCIf8CVoj3gau/6c1c24ab-84de-4071-88a6-225750998192-DL_Example.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260408%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260408T211845Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9e63d26b56234876942e8e79483e1097a343e8c13cc4e46594693a80c2c92cb8
Screenshot 2025-04-23 at 8.59.42 AM.png,recTV9LQ26Q5e7wlJ,Miranda Spelbeerg,Recent Pay Stubs (last 2–3),recigfEwyfNJcdY77,recWyVj2ntxVcZpUp,2079343,image/png,uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/2ad9b841-d0df-4e94-a939-ad7418b098cc-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 8:31am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/2ad9b841-d0df-4e94-a939-ad7418b098cc-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T133107Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=79224a68ab1f846a102a0a001633003c6110a4a71b9d0cbaaa905db2b3848632
Screenshot 2025-04-23 at 9.03.36 AM.png,rec8schkRRpVPGiGR,Miranda Spelbeerg,Bank Statement (last 2 months),recigfEwyfNJcdY77,recXbnpN7zwbNxo83,1623037,image/png,uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/3a94bd24-e1f1-40b0-b913-df17e399b27a-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 8:31am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/3a94bd24-e1f1-40b0-b913-df17e399b27a-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T133110Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=8f87d719f6bfc022483ba63f5d5bb65570e0cd096686c6bdde84a45a28c040fd
Screenshot 2025-04-23 at 9.04.02 AM.png,reccyWFdLwDrot9PS,Miranda Spelbeerg,Government-issued ID,recigfEwyfNJcdY77,recgFngPXdHKHu4Es,662154,image/png,uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/85590a34-cba8-40b6-9b86-a001a77c4d77-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 8:31am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/85590a34-cba8-40b6-9b86-a001a77c4d77-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T133112Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e86e0e3ade5a909c08550418370ad61d53b4419ced0f675634b8f2205758f601
Screenshot 2025-04-23 at 9.03.36 AM.png,reccVtSGwpRt84AQc,Miranda Spelbeerg,Employer Verification Letter,recigfEwyfNJcdY77,recxalaY6pgFxHSyQ,1623037,image/png,uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/4530d1a2-b92b-4e11-9880-ac8a516a2207-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 8:31am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnu0AJark8IXFSC/recigfEwyfNJcdY77/4530d1a2-b92b-4e11-9880-ac8a516a2207-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T133115Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b84ec01526452b1aa22ab4d4f45bb761a6490a975f7c467e6f83d2f5b046371f
